"ID de trabajo","Trabajo de Servicio","Modo Trabajo","Nombre del Ordenador","Nombre Usuario","Nombre Usuar.","Número de Emisión de la Card","Fecha y Hora de Comienzo","Fecha y Hora de Finalización","Con. Total de Blanco y Negro","Con. Total a Todo Color","Con. Total de 2 Colores","Con. Total de un Solo Color","A4:B/N","A4:Todo Color","A4:2 Colores","A4:Un Solo Color","A5:B/N","A5:Todo Color","A5:2 Colores","A5:Un Solo Color","B5:B/N","B5:Todo Color","B5:2 Colores","B5:Un Solo Color","Pliego:B/N","Pliego:Todo Color","Pliego:2 Colores","Pliego:Un Solo Color","Oficio:B/N","Oficio:Todo Color","Oficio:2 Colores","Oficio:Un Solo Color","Carta:B/N","Carta:Todo Color","Carta:2 Colores","Carta:Un Solo Color","Ejecutivo:B/N","Ejecutivo:Todo Color","Ejecutivo:2 Colores","Ejecutivo:Un Solo Color","Factura:B/N","Factura:Todo Color","Factura:2 Colores","Factura:Un Solo Color","8 1/2x13 2/5:B/N","8 1/2x13 2/5:Todo Color","8 1/2x13 2/5:2 Colores","8 1/2x13 2/5:Un Solo Color","8 1/2x13 1/2:B/N","8 1/2x13 1/2:Todo Color","8 1/2x13 1/2:2 Colores","8 1/2x13 1/2:Un Solo Color","16K:B/N","16K:Todo Color","16K:2 Colores","16K:Un Solo Color","Postal Japonesa:B/N","Postal Japonesa:Todo Color","Postal Japonesa:2 Colores","Postal Japonesa:Un Solo Color","MONARCH:B/N","MONARCH:Todo Color","MONARCH:2 Colores","MONARCH:Un Solo Color","COM-10:B/N","COM-10:Todo Color","COM-10:2 Colores","COM-10:Un Solo Color","DL:B/N","DL:Todo Color","DL:2 Colores","DL:Un Solo Color","C5:B/N","C5:Todo Color","C5:2 Colores","C5:Un Solo Color","Chokei3:B/N","Chokei3:Todo Color","Chokei3:2 Colores","Chokei3:Un Solo Color","Chokei4:B/N","Chokei4:Todo Color","Chokei4:2 Colores","Chokei4:Un Solo Color","YOKEI-2:B/N","YOKEI-2:Todo Color","YOKEI-2:2 Colores","YOKEI-2:Un Solo Color","YOKEI-4:B/N","YOKEI-4:Todo Color","YOKEI-4:2 Colores","YOKEI-4:Un Solo Color","kaku 3:B/N","kaku 3:Todo Color","kaku 3:2 Colores","kaku 3:Un Solo Color","Personalizado:B/N","Personalizado:Todo Color","Personalizado:2 Colores","Personalizado:Un Solo Color","A4","A5","B5","Pliego","Oficio","Carta","Ejecutivo","Factura","8 1/2x13 2/5","8 1/2x13 1/2","16K","Postal Japonesa","MONARCH","COM-10","DL","C5","Chokei3","Chokei4","YOKEI-2","YOKEI-4","kaku 3","Personalizado","Contador de Papel No Válido (Blanco y Negro)","Contador de Papel No Válido (Color)","Número de Grupos Reservados","Número de Grupos Completados","Número de Páginas Reservadas","Número de Páginas Completadas","Resultado","Motivo del Error","Salida","Grapar","Contador de Grapado","Contador de Perforaciones","Plegar","Contador de Plegados","Tono de la Impresora","Dirección Directa","Nombre Remit.","Dirección del Remitente","Tipo de trans.","Número de Serie Administrativo","Nº de emisión","Orden de entrada","Tipo de Archivo","Modo de Compresión/Ratio de Compresión","Hora de la Comunicación","Núm. Fax"," "," ","Archivo de Documentos","Modo de Almacenamiento","Nombre Archivo","Tamaño de los Datos [KB]","Ajuste de color","Modos Especiales","Nombre de Archivo 2","Tamaño Original","Tipo de original","Tamaño del papel","Tipo de papel","Propiedad del Papel: Desactivar Dúplex","Propiedad del Papel: Lado Fijo del Papel","Propiedad del Papel: Desactivar Grapado","Propiedad del Papel: Desactivar Perforado","Configuración Dúplex","Resolución","Nombre del modelo","Número de serie de la unidad","Nombre","Ubicación de máquina"
"460","No","Imprimir","ABCD15","Sin Autentificación","Sin Autentificación","N/A","2018-11-14T17:00","2018-11-14T17:00","0","3","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","3","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","3","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","3","3","1","1","OK","N/A","Ordenar","Sin Grapar","0","0","Sin Plegado","0","4bits","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","Sin archivar","Sin archivar","Sin archivar","0","Auto.","No fijado","Microsoft Word - ANEXO 25 diversos asuntos al 8 de junio de 2017 CACCC Version 1","Carta","N/A","Carta","Normal","No","No","Sí","Sí","A una Cara","600x600","MX-C301W","7301462100","CACCC","N/A"
"461","No","Imprimir","ABCD15","Sin Autentificación","Sin Autentificación","N/A","2018-11-20T11:02","2018-11-20T11:03","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","1","2","2","OK","N/A","Ordenar","Sin Grapar","0","0","Sin Plegado","0","4bits","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","Sin archivar","Sin archivar","Sin archivar","0","Auto.","No fijado","Microsoft Word - Nota Recursos de reclamación 81 82 83 (controversia Chihuahua)","Carta","N/A","Carta","Normal","No","No","Sí","Sí","A una Cara","600x600","MX-C301W","7301462100","CACCC","N/A"
"462","No","Imprimir","ABCD15","Sin Autentificación","Sin Autentificación","N/A","2018-11-21T15:15","2018-11-21T15:16","3","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","3","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","3","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","1","3","3","OK","N/A","Ordenar","Sin Grapar","0","0","Sin Plegado","0","4bits","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","Sin archivar","Sin archivar","Sin archivar","0","Auto.","No fijado","Microsoft Word - Tarjeta resolución Reclamación de Responsabilidad Patrimonial p","Carta","N/A","Carta","Normal","No","No","Sí","Sí","A una Cara","600x600","MX-C301W","7301462100","CACCC","N/A"
"463","No","Imprimir","ABCD15","Sin Autentificación","Sin Autentificación","N/A","2018-11-21T16:11","2018-11-21T16:11","3","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","3","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","3","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","1","3","3","OK","N/A","Ordenar","Sin Grapar","0","0","Sin Plegado","0","4bits","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","Sin archivar","Sin archivar","Sin archivar","0","Auto.","No fijado","Microsoft Word - Tarjeta resolución Reclamación de Responsabilidad Patrimonial p","Carta","N/A","Carta","Normal","No","No","Sí","Sí","A una Cara","600x600","MX-C301W","7301462100","CACCC","N/A"
"464","No","Imprimir","ABCD15","Sin Autentificación","Sin Autentificación","N/A","2018-11-21T22:50","2018-11-21T22:51","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","1","1","1","OK","N/A","Ordenar","Sin Grapar","0","0","Sin Plegado","0","4bits","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","Sin archivar","Sin archivar","Sin archivar","0","Auto.","No fijado","Microsoft Word - imagenes musica","Carta","N/A","Carta","Normal","No","No","Sí","Sí","A una Cara","600x600","MX-C301W","7301462100","CACCC","N/A"
"465","No","Imprimir","ABCD15","Sin Autentificación","Sin Autentificación","N/A","2018-11-23T20:36","2018-11-23T20:37","3","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","3","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","4","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","1","4","4","OK","N/A","Ordenar","Sin Grapar","0","0","Sin Plegado","0","4bits","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","Sin archivar","Sin archivar","Sin archivar","0","Auto.","No fijado","Microsoft Word - TARJETA INFORMATIVA Caso Atenco 23.11.2018","Carta","N/A","Carta","Normal","No","No","Sí","Sí","A una Cara","600x600","MX-C301W","7301462100","CACCC","N/A"
"466","No","Imprimir","ABCD15","Sin Autentificación","Sin Autentificación","N/A","2018-11-27T19:11","2018-11-27T19:12","0","5","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","5","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","3","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","1","5","5","OK","N/A","Ordenar","Sin Grapar","0","0","Sin Plegado","0","4bits","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","Sin archivar","Sin archivar","Sin archivar","0","Auto.","No fijado","445937_df9114d54c9547f89c6ba14c6f6e2dff copia.pdf","Carta","N/A","Carta","Normal","No","No","Sí","Sí","Folleto a Doble Cara","600x600","MX-C301W","7301462100","CACCC","N/A"
"467","No","Imprimir","ABCD15","Sin Autentificación","Sin Autentificación","N/A","2018-11-27T19:11","2018-11-27T19:12","0","5","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","5","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","3","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","1","5","5","OK","N/A","Ordenar","Sin Grapar","0","0","Sin Plegado","0","4bits","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","Sin archivar","Sin archivar","Sin archivar","0","Auto.","No fijado","445937_df9114d54c9547f89c6ba14c6f6e2dff copia (1).pdf","Carta","N/A","Carta","Normal","No","No","Sí","Sí","Folleto a Doble Cara","600x600","MX-C301W","7301462100","CACCC","N/A"
"468","No","Imprimir","ABCD15","Sin Autentificación","Sin Autentificación","N/A","2018-11-27T19:12","2018-11-27T19:12","0","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","1","2","2","OK","N/A","Ordenar","Sin Grapar","0","0","Sin Plegado","0","4bits","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","Sin archivar","Sin archivar","Sin archivar","0","Auto.","No fijado","Microsoft Word - Diferencia entre clero regular y secular (1)","Carta","N/A","Carta","Normal","No","No","Sí","Sí","A una Cara","600x600","MX-C301W","7301462100","CACCC","N/A"
"469","No","Imprimir","ABCD15","Sin Autentificación","Sin Autentificación","N/A","2018-11-28T20:41","2018-11-28T20:42","0","4","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","4","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","1","4","4","OK","N/A","Ordenar","Sin Grapar","0","0","Sin Plegado","0","4bits","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","Sin archivar","Sin archivar","Sin archivar","0","Auto.","No fijado","Informe_de_Separacion.pdf","Carta","N/A","Carta","Normal","No","No","Sí","Sí","Folleto a Doble Cara","600x600","MX-C301W","7301462100","CACCC","N/A"
"470","No","Imprimir","ABCD15","Sin Autentificación","Sin Autentificación","N/A","2018-11-28T22:30","2018-11-28T22:31","0","3","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","3","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","3","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","1","3","3","OK","N/A","Ordenar","Sin Grapar","0","0","Sin Plegado","0","4bits","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","Sin archivar","Sin archivar","Sin archivar","0","Auto.","No fijado","Microsoft Word - Ensayo de Historia","Carta","N/A","Carta","Normal","No","No","Sí","Sí","A una Cara","600x600","MX-C301W","7301462100","CACCC","N/A"
"471","No","Imprimir","ABCD15","Sin Autentificación","Sin Autentificación","N/A","2018-11-29T12:52","2018-11-29T12:53","0","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","1","2","2","OK","N/A","Ordenar","Sin Grapar","0","0","Sin Plegado","0","4bits","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","Sin archivar","Sin archivar","Sin archivar","0","Auto.","No fijado","9d0352be-f33e-11e8-bdca-0a85f4a50000.pdf","Carta","N/A","Carta","Normal","No","No","Sí","Sí","A una Cara","600x600","MX-C301W","7301462100","CACCC","N/A"
"472","No","Imprimir","ABCD15","Sin Autentificación","Sin Autentificación","N/A","2018-11-29T12:57","2018-11-29T12:57","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","1","1","1","OK","N/A","Ordenar","Sin Grapar","0","0","Sin Plegado","0","4bits","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","Sin archivar","Sin archivar","Sin archivar","0","Auto.","No fijado","Cotizacion 2 GMM.pdf","Carta","N/A","Carta","Normal","No","No","Sí","Sí","A una Cara","600x600","MX-C301W","7301462100","CACCC","N/A"
"473","No","Imprimir","ABCD15","Sin Autentificación","Sin Autentificación","N/A","2018-11-29T12:57","2018-11-29T12:57","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","1","1","1","OK","N/A","Ordenar","Sin Grapar","0","0","Sin Plegado","0","4bits","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","Sin archivar","Sin archivar","Sin archivar","0","Auto.","No fijado","Cotizacion 1 GMM.pdf","Carta","N/A","Carta","Normal","No","No","Sí","Sí","A una Cara","600x600","MX-C301W","7301462100","CACCC","N/A"
"474","No","Imprimir","ABCD15","Sin Autentificación","Sin Autentificación","N/A","2018-11-29T12:58","2018-11-29T12:58","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","1","1","1","OK","N/A","Ordenar","Sin Grapar","0","0","Sin Plegado","0","4bits","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","Sin archivar","Sin archivar","Sin archivar","0","Auto.","No fijado","Cotizacion 3 GMM.pdf","Carta","N/A","Carta","Normal","No","No","Sí","Sí","A una Cara","600x600","MX-C301W","7301462100","CACCC","N/A"
"475","No","Imprimir lista","N/A","Sin Autentificación","Sin Autentificación","N/A","2018-12-04T14:55","2018-12-04T14:56","1","0","N/A","N/A","0","0","N/A","N/A","0","0","N/A","N/A","0","0","N/A","N/A","0","0","N/A","N/A","0","0","N/A","N/A","1","0","N/A","N/A","0","0","N/A","N/A","0","0","N/A","N/A","0","0","N/A","N/A","0","0","N/A","N/A","0","0","N/A","N/A","0","0","N/A","N/A","0","0","N/A","N/A","0","0","N/A","N/A","0","0","N/A","N/A","0","0","N/A","N/A","0","0","N/A","N/A","0","0","N/A","N/A","0","0","N/A","N/A","0","0","N/A","N/A","0","0","N/A","N/A","0","0","N/A","N/A","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","1","1","1","OK","N/A","Ordenar","Sin Grapar","0","0","N/A","0","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","Sin archivar","Sin archivar","Sin archivar","0","B/N","N/A","N/A","Carta","N/A","Carta","Normal","No","No","Sí","Sí","A una Cara","600x600","MX-C301W","7301462100","CACCC","N/A"
"476","No","Imprimir","ABCD15","Sin Autentificación","Sin Autentificación","N/A","2019-01-02T15:35","2019-01-02T15:35","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","1","1","1","OK","N/A","Ordenar","Sin Grapar","0","0","Sin Plegado","0","4bits","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","Sin archivar","Sin archivar","Sin archivar","0","Auto.","No fijado","Microsoft Word - Documento1","Carta","N/A","Carta","Normal","No","No","Sí","Sí","A una Cara","600x600","MX-C301W","7301462100","CACCC","N/A"
"477","No","Imprimir","DESKTOP-4054OET","Sin Autentificación","Sin Autentificación","N/A","2019-01-02T15:40","2019-01-02T15:40","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","1","1","1","OK","N/A","Ordenar","Sin Grapar","0","0","Sin Plegado","0","4bits","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","Sin archivar","Sin archivar","Sin archivar","0","Auto.","No fijado","Microsoft Word - Documento1","Carta","N/A","Carta","Normal","No","No","Sí","Sí","A una Cara","600x600","MX-C301W","7301462100","CACCC","N/A"
"478","No","Imprimir","DESKTOP-4054OET","Sin Autentificación","Sin Autentificación","N/A","2019-01-02T21:54","2019-01-02T21:54","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","1","1","1","OK","N/A","Ordenar","Sin Grapar","0","0","Sin Plegado","0","4bits","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","Sin archivar","Sin archivar","Sin archivar","0","Auto.","No fijado","inicioPage.jsf","Carta","N/A","Carta","Normal","No","No","Sí","Sí","Folleto a Doble Cara","600x600","MX-C301W","7301462100","CACCC","N/A"
"479","No","Imprimir lista","N/A","Sin Autentificación","Sin Autentificación","N/A","2019-01-03T17:59","2019-01-03T17:59","1","0","N/A","N/A","0","0","N/A","N/A","0","0","N/A","N/A","0","0","N/A","N/A","0","0","N/A","N/A","0","0","N/A","N/A","1","0","N/A","N/A","0","0","N/A","N/A","0","0","N/A","N/A","0","0","N/A","N/A","0","0","N/A","N/A","0","0","N/A","N/A","0","0","N/A","N/A","0","0","N/A","N/A","0","0","N/A","N/A","0","0","N/A","N/A","0","0","N/A","N/A","0","0","N/A","N/A","0","0","N/A","N/A","0","0","N/A","N/A","0","0","N/A","N/A","0","0","N/A","N/A","0","0","N/A","N/A","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","1","1","1","OK","N/A","Ordenar","Sin Grapar","0","0","N/A","0","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","Sin archivar","Sin archivar","Sin archivar","0","B/N","N/A","N/A","Carta","N/A","Carta","Normal","No","No","Sí","Sí","A una Cara","600x600","MX-C301W","7301462100","CACCC","N/A"
"480","No","Imprimir","N/A","Sin Autentificación","N/A","N/A","2019-01-15T11:40","2019-01-15T11:40","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","Parado","044C","Grupo","Sin Grapar","0","0","Sin Plegado","0","Ninguno","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","Sin archivar","Sin archivar","Sin archivar","0","Auto.","No fijado","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","MX-C301W","7301462100","CACCC","N/A"
"481","No","Imprimir","N/A","Sin Autentificación","N/A","N/A","2019-01-15T11:41","2019-01-15T11:41","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","Parado","044C","Grupo","Sin Grapar","0","0","Sin Plegado","0","Ninguno","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","Sin archivar","Sin archivar","Sin archivar","0","Auto.","No fijado","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","MX-C301W","7301462100","CACCC","N/A"
"482","No","Imprimir","N/A","Sin Autentificación","N/A","N/A","2019-01-15T11:44","2019-01-15T11:44","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","Parado","044C","Grupo","Sin Grapar","0","0","Sin Plegado","0","Ninguno","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","Sin archivar","Sin archivar","Sin archivar","0","Auto.","No fijado","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","MX-C301W","7301462100","CACCC","N/A"
